English,Polish
represent,reprezentować
representation,reprezentacja
representative,przedstawiciel
representative,przedstawiciel
reproduce,reprodukcja
reproduction,reprodukcja
republic,republika
reputation,reputacja
request,żądanie
request,żądanie
require,wymagać
requirement,wymóg
rescue,ratunek
rescue,ratunek
research,badania
research,badania
researcher,badacz
resemble,przypominać
reservation,rezerwacja
reserve,rezerwa
reserve,rezerwa
reside,rezydencja
residence,miejsce zamieszkania
resident,mieszkaniec
resident,mieszkaniec
residential,mieszkalny
residue,pozostałość
resign,zrezygnować
resignation,rezygnacja
resist,opór
resistance,odporność
resolution,rozdzielczość
resolve,rozwiązanie
resort,ośrodek
resource,zasób
respect,szacunek
respect,szacunek
respective,odpowiedni
respectively,odpowiednio
respond,odpowiedź
response,odpowiedź
responsibility,odpowiedzialność
responsible,odpowiedzialny
rest,odpoczynek
rest,odpoczynek
restaurant,restauracja
restoration,przywrócenie
restore,przywrócenie
restraint,powściągliwość
restrict,ograniczenie
restriction,ograniczenie
result,wynik
result,wynik
resume,wznowienie
retail,detaliczny
retain,zatrzymanie
retire,odejść na emeryturę
retired,na emeryturze
retirement,emerytura
retreat,odwrót
retreat,odwrót
retrieve,pobieranie
return,powrót
return,powrót
reveal,ujawniać
revelation,objawienie
revenge,zemsta
revenue,przychód
reverse,odwrócony
reverse,odwrócony
reverse,odwrócony
review,przegląd
review,przegląd
revise,zrewidować
revision,przegląd
revival,ożywienie
revive,ożywienie
revolution,rewolucja
revolutionary,rewolucyjny
reward,nagroda
reward,nagroda
rhetoric,retoryka
rhythm,rytm
rice,ryż
rich,bogaty
rid,pozbyć się
ride,jazda
ride,jazda
ridiculous,niedorzeczny
rifle,karabin
right,prawo
right,prawo
right,prawo
ring,pierścień
ring,pierścień
riot,zamieszki
rip,rip
rise,wzrost
rise,wzrost
risk,ryzyko
risk,ryzyko
risky,ryzykowny
ritual,rytuał
rival,rywal
rival,rywal
river,rzeka
road,droga
rob,rob
robbery,napad
robot,robot
robust,solidny
rock,skała
rock,skała
rocket,rakieta
rod,pręt
role,rola
roll,rolka
roll,rolka
romance,romans
romantic,romantyczny
roof,dach
room,pokój
root,korzeń
rope,lina
rose,róża
rotate,obracać się
rotation,obrót
rough,szorstki
roughly,mniej więcej
round,runda
round,runda
round,runda
round,runda
route,trasa
routine,rutyna
routine,rutyna
row,rząd
royal,królewski
rub,pocierać
rubber,guma
rubber,guma
rubbish,śmieci
rude,nieuprzejmy
rugby,rugby
ruin,ruina
ruin,ruina
rule,reguła
rule,reguła
ruling,orzeczenie
rumour,plotka
run,bieg
run,bieg
runner,biegacz
running,bieganie
rural,wiejski
rush,pośpiech
rush,pośpiech
sack,worek
sacred,święty
sacrifice,poświęcenie
sacrifice,poświęcenie
sad,smutny
sadly,smutno
safe,bezpieczny
safety,bezpieczeństwo
sail,żagiel
sail,żagiel
sailing,żeglarstwo
sailor,żeglarz
saint,święty
sake,sake
salad,sałatka
salary,wynagrodzenie
sale,sprzedaż
salt,sól
same,ten sam
same,ten sam
same,ten sam
sample,próbka
sample,próbka
sanction,sankcja
sand,piasek
sandwich,kanapka
satellite,satelita
satisfaction,satysfakcja
satisfied,zadowolony
satisfy,satysfakcja
Saturday,Sobota
sauce,sos
save,oszczędzać
saving,oszczędność
say,powiedzieć
say,powiedzieć
scale,skala
scan,skan
scandal,skandal
scare,strach
scare,strach
scared,przestraszony
scary,przerażający
scattered,rozproszony
scenario,scenariusz
scene,scena
sceptical,sceptyczny
schedule,harmonogram
schedule,harmonogram
scheme,schemat
scholar,uczony
scholarship,stypendium
school,szkoła
science,nauka
scientific,naukowy
scientist,naukowiec
scope,zakres
score,wynik
score,wynik
scratch,zarysowanie
scratch,zarysowanie
scream,krzyk
scream,krzyk
screen,ekran
screen,ekran
screening,projekcja
screw,śruba
screw,śruba
script,scenariusz
scrutiny,kontrola
sculpture,rzeźba
sea,morze
seal,pieczęć
seal,pieczęć
search,wyszukiwanie
search,wyszukiwanie
season,sezon
seat,siedziba
seat,siedziba
second,drugi
second,drugi
second,drugi
second,drugi
secondary,drugorzędny
secondly,po drugie
secret,sekret
secret,sekret
secretary,sekretarz
section,sekcja
sector,sektor
secular,świecki
secure,bezpieczny
secure,bezpieczny
security,bezpieczeństwo
see,zob.
seed,nasiona
seek,poszukiwanie
seeker,poszukiwacz
seem,wydawać się
seemingly,pozornie
segment,segment
seize,chwytać
seldom,rzadko
select,wybór
selection,wybór
selective,selektywny
self,jaźń
sell,sprzedawać
seminar,seminarium
senator,senator
send,wysyłać
senior,senior
sensation,sensacja
sense,sens
sense,sens
sensible,rozsądny
sensitive,wrażliwy
sensitivity,wrażliwość
sentence,zdanie
sentence,zdanie
sentiment,sentyment
separate,oddzielny
separate,oddzielny
separation,separacja
September,Wrzesień
sequence,sekwencja
serial,serial
series,seria
serious,poważny
seriously,poważnie
servant,sługa
serve,służyć
service,usługa
session,sesja
set,zestaw
set,zestaw
set-up,konfiguracja
setting,ustawienie
settle,rozliczenie
settlement,rozliczenie
settler,osadnik
seven,siedem
seventeen,siedemnaście
seventy,siedemdziesiąt
several,kilka
several,kilka
severe,poważny
severely,poważnie
sex,seks
sexual,seksualny
sexuality,seksualność
sexy,seksowny
shade,odcień
shadow,cień
shake,wstrząsnąć
shake,wstrząsnąć
shall,powinien
shallow,płytki
shame,wstyd
shape,kształt
shape,kształt
shaped,ukształtowany
share,udział
share,udział
shareholder,udziałowiec
sharp,ostry
shatter,roztrzaskany
she,ona
shed,szopa
sheep,owca
sheer,czysty
sheet,arkusz
shelf,półka
shell,powłoka
shelter,schronienie
shelter,schronienie
shift,zmiana
shift,zmiana
shine,połysk
shiny,błyszczący
ship,statek
ship,statek
shipping,wysyłka
shirt,koszulka
shock,szok
shock,szok
shocked,zszokowany
shocking,szokujący
shoe,but
shoot,strzelać
shoot,strzelać
shooting,strzelanie
shop,sklep
shop,sklep
shopping,zakupy
shore,brzeg
short,krótki
short-term,krótkoterminowy
shortage,niedobór
shortly,krótko
shot,strzał
should,powinien
shoulder,ramię
shout,krzyk
shout,krzyk
show,pokaz
show,pokaz
shower,prysznic
shrink,kurczyć się
shrug,wzruszenie ramionami
shut,zamknięcie
shut,zamknięcie
shy,nieśmiały
sibling,rodzeństwo
sick,chory
side,strona
sigh,westchnienie
sigh,westchnienie
sight,widok
sign,znak
sign,znak
signal,sygnał
signal,sygnał
signature,podpis
significance,znaczenie
significant,znaczący
significantly,znacząco
silence,cisza
silent,cichy
silk,jedwab
silly,głupi
silver,srebro
silver,srebro
similar,podobny
similarity,podobieństwo
similarly,podobnie
simple,prosty
simply,po prostu
simulate,symulować
simulation,symulacja
simultaneously,jednocześnie
sin,grzech
since,od
since,od
since,od
sincere,szczery
sing,śpiewać
singer,piosenkarz
singing,śpiew
single,pojedynczy
single,pojedynczy
sink,zlew
sir,pan
sister,siostra
sit,siedzieć
site,strona
situated,położony
situation,sytuacja
six,sześć
sixteen,szesnaście
sixty,sześćdziesiąt
size,rozmiar
sketch,szkic
ski,narty
ski,narty
ski,narty
skiing,narciarstwo
skill,umiejętność
skilled,wykwalifikowany
skin,skóra
skip,skip
skirt,spódnica
skull,czaszka
sky,niebo
slam,trzask
slap,policzek
slash,ukośnik
slave,niewolnik
slavery,niewolnictwo
sleep,sen
sleep,sen
slice,plasterek
slice,plasterek
slide,slajd
slide,slajd
slight,niewielki
slightly,nieznacznie
slip,poślizg
slogan,slogan
slope,nachylenie
slope,nachylenie
slot,gniazdo
slow,powolny
slow,powolny
slowly,powoli
small,mały
smart,inteligentny
smartphone,smartfon
smash,rozbicie
smell,zapach
smell,zapach
smile,uśmiech
smile,uśmiech
smoke,dym
smoke,dym
smoking,palenie
smooth,gładki
snake,wąż
snap,zatrzask
snow,śnieg
snow,śnieg
so,więc
so,więc
so-called,tzw.
soak,nasiąkać
soap,mydło
soar,szybować
soccer,piłka nożna
social,społeczny
socialist,socjalista
society,społeczeństwo
sock,skarpeta
soft,miękki
software,oprogramowanie
soil,gleba
solar,słoneczny
soldier,żołnierz
sole,podeszwa
solely,wyłącznie
solicitor,radca prawny
solid,solidny
solid,solidny
solidarity,solidarność
solo,solo
solo,solo
solution,rozwiązanie
solve,rozwiązanie
some,niektóre
some,niektóre
somebody,ktoś
somehow,jakoś
someone,ktoś
something,coś
sometime,kiedyś
sometimes,czasami
somewhat,nieco
somewhere,gdzieś
somewhere,gdzieś
son,syn
song,piosenka
soon,wkrótce
sophisticated,wyrafinowany
sorry,przepraszam
sorry,przepraszam
sort,rodzaj
sort,rodzaj
soul,dusza
sound,dźwięk
sound,dźwięk
sound,dźwięk
soup,zupa
source,źródło
south,południe
south,południe
south,południe
southern,południowy
sovereignty,suwerenność
space,przestrzeń
spam,spam
span,rozpiętość
span,rozpiętość
spare,zapasowy
spare,zapasowy
spark,iskra
speak,mówić
speaker,głośnik
special,specjalny
specialist,specjalista
specialist,specjalista
specialize,specjalizować się
specialized,wyspecjalizowany
species,gatunek
specific,specyficzny
specifically,w szczególności
specification,specyfikacja
specify,określać
specimen,próbka
spectacle,spektakl
spectacular,spektakularny
spectator,widz
spectrum,widmo
speculate,spekulować
speculation,spekulacja
speech,przemówienie
speed,prędkość
speed,prędkość
spell,zaklęcie
spell,zaklęcie
spelling,pisownia
spend,wydawać
spending,wydatki
sphere,sfera
spice,przyprawa
spicy,pikantny
spider,pająk
spill,wyciek
spin,spin
spin,spin
spine,kręgosłup
spirit,duch
spiritual,duchowy
spite,złośliwość
split,podział
split,podział
spoil,psuć
spoken,mówiony
spokesman,rzecznik
spokesperson,rzecznik
spokeswoman,rzeczniczka
sponsor,sponsor
sponsor,sponsor
sponsorship,sponsoring
spoon,łyżka
sport,sport
sporting,sportowy
spot,miejsce
spot,miejsce
spotlight,reflektor
spouse,małżonek
spread,rozprzestrzeniać się
spread,rozprzestrzeniać się
spring,wiosna
spring,wiosna
spy,szpieg
spy,szpieg
squad,skład
square,kwadrat
square,kwadrat
squeeze,ściskanie
stab,dźgnięcie
stability,stabilność
stabilize,ustabilizować się
stable,stabilny
stadium,stadion
staff,personel
stage,etap
stage,etap
stair,schody
stake,stawka
stall,stragan
stamp,znaczek
stance,stanowisko
stand,stać
stand,stać
standard,standard
standard,standard
standing,stojący
star,gwiazda
star,gwiazda
stare,gapić się
stark,gwiazda
start,start
start,start
starve,głodować
state,stan
state,stan
state,stan
statement,oświadczenie
station,stacja
statistic,statystyka
statistical,statystyczny
statue,statua
status,status
stay,pobyt
stay,pobyt
steadily,stale
steady,stały
steal,kradzież
steam,para
steel,stal
steep,stromy
steer,sterować
stem,łodyga
stem,łodyga
step,krok
step,krok
stereotype,stereotyp
stick,kij
stick,kij
sticky,lepki
stiff,sztywny
still,wciąż
still,wciąż
stimulate,stymulować
stimulus,bodziec
stir,mieszać
stock,zapas
stomach,żołądek
stone,kamień
stop,stop
stop,stop
storage,przechowywanie
store,sklep
store,sklep
storm,burza
story,historia
straight,prosty
straight,prosty
straightforward,proste
strain,obciążenie
strand,nić
strange,dziwny
stranger,nieznajomy
strategic,strategiczny
strategy,strategia
stream,strumień
street,ul.
strength,siła
strengthen,wzmocnienie
stress,stres
stress,stres
stretch,odcinek
stretch,odcinek
strict,surowy
strictly,ściśle
strike,strajk
strike,strajk
striking,uderzający
string,ciąg
strip,pasek
strip,pasek
strive,starać się
stroke,udar
strong,silny
strongly,mocno
structural,strukturalny
structure,struktura
structure,struktura
struggle,walka
struggle,walka
student,uczeń
studio,studio
study,badanie
study,badanie
stuff,rzeczy
stuff,rzeczy
stumble,potknięcie
stun,ogłuszenie
stunning,oszałamiający
stupid,głupi
style,styl
subject,podmiot
subject,podmiot
submission,zgłoszenie
submit,przedkładać
subscriber,abonent
subscription,subskrypcja
subsequent,późniejszy
subsequently,następnie
subsidy,subsydium
substance,substancja
substantial,istotny
substantially,zasadniczo
substitute,substytut
substitute,substytut
substitution,substytucja
subtle,subtelny
suburb,przedmieście
suburban,podmiejski
succeed,odnieść sukces
success,sukces
successful,udany
successfully,z powodzeniem
succession,sukcesja
successive,sukcesywny
successor,następca
such,taki
such,taki
suck,ssać
sudden,nagły
suddenly,nagle
sue,pozew
suffer,cierpieć
suffering,cierpienie
sufficient,wystarczający
sufficiently,wystarczająco
sugar,cukier
suggest,sugerować
suggestion,sugestia
suicide,samobójstwo
suit,garnitur
suit,garnitur
suitable,odpowiedni
suite,apartament
sum,suma
sum,suma
summarize,podsumowanie
summary,podsumowanie
summer,lato
summit,szczyt
sun,słońce
Sunday,Niedziela
super,super
superb,znakomity
superior,przełożony
supermarket,supermarket
supervise,nadzorować
supervision,nadzór
supervisor,nadzorca
supplement,dodatek
supplement,dodatek
supply,dostawa
supply,dostawa
support,wsparcie
support,wsparcie
supporter,zwolennik
supportive,wspierający
suppose,przypuszczać
supposedly,rzekomo
suppress,tłumić
supreme,najwyższy
sure,pewny
sure,pewny
surely,na pewno
surface,powierzchnia
surge,wzrost
surge,wzrost
surgeon,chirurg
surgery,operacja
surgical,chirurgiczny
surplus,nadwyżka
surprise,niespodzianka
surprise,niespodzianka
surprised,zaskoczony
surprising,zaskakujący
surrender,poddanie się
surround,otoczenie
surrounding,otoczenie
surveillance,nadzór
survey,badanie
survey,badanie
survival,przetrwanie
survive,przetrwać
survivor,ocalały
suspect,podejrzany
suspect,podejrzany
suspend,zawieszenie
suspension,zawieszenie
suspicion,podejrzenie
suspicious,podejrzany
sustain,trwałość
sustainable,zrównoważony
swallow,jaskółka
swear,przysięga
sweater,sweter
sweep,zamiatać
sweet,słodki
sweet,słodki
swim,pływać
swim,pływać
swimming,pływanie
swing,huśtawka
swing,huśtawka
switch,przełącznik
switch,przełącznik
sword,miecz
symbol,symbol
symbolic,symboliczny
sympathetic,sympatyczny
sympathy,sympatia
symptom,objaw
syndrome,zespół
synthesis,synteza
system,system
systematic,systematyczny
T-shirt,Koszulka
table,tabela
tablet,tablet
tackle,walka
tackle,walka
tactic,taktyka
tactical,taktyczny
tag,tag
tag,tag
tail,ogon
take,brać
tale,opowieść
talent,talent
talented,utalentowany
talk,rozmowa
talk,rozmowa
tall,wysoki
tank,zbiornik
tap,kran
tap,kran
tape,taśma
target,cel
target,cel
task,zadanie
taste,smak
taste,smak
tax,podatek
tax,podatek
taxi,taksówka
taxpayer,podatnik
tea,herbata
teach,uczyć
teacher,nauczyciel
teaching,nauczanie
team,zespół
tear,rozdarcie
tear,rozdarcie
technical,techniczny
technique,technika
technological,technologiczny
technology,technologia
teenage,nastolatek
teenager,nastolatek
teens,nastolatki
telephone,telefon
telephone,telefon
television,telewizja
tell,powiedzieć
temperature,temperatura
temple,świątynia
temporarily,tymczasowo
temporary,tymczasowy
tempt,pokusa
ten,dziesięć
tenant,najemca
tend,tendencja
tendency,tendencja
tender,przetarg
tennis,tenis
tension,napięcie
tent,namiot
tenure,kadencja
term,termin
term,termin
terminal,terminal
terminal,terminal
terminate,zakończyć
terms,warunki
terrain,teren
terrible,straszny
terribly,strasznie
terrific,przerażający
terrify,przerażać
territory,terytorium
terror,terror
terrorism,terroryzm
terrorist,terrorysta
test,test
test,test
testify,zeznawać
testimony,świadectwo
testing,testowanie
text,tekst
text,tekst
textbook,podręcznik
texture,tekstura
than,niż
than,niż
thank,dziękuję
thankfully,na szczęście
thanks,dzięki
thanks,dzięki
that,że
that,że
that,że
that,że
the,w
theatre,teatr
theatrical,teatralny
theft,kradzież
their,ich
theirs,ich
them,oni
theme,temat
themselves,sami
then,następnie
theology,teologia
theoretical,teoretyczny
theory,teoria
therapist,terapeuta
therapy,terapia
there,tam
thereafter,później
thereby,tym samym
therefore,w związku z tym
thesis,teza
they,oni
thick,gruby
thief,złodziej
thin,cienki
thing,rzecz
think,myśleć
thinking,myślenie
third,trzeci
third,trzeci
thirsty,spragniony
thirteen,trzynaście
thirty,trzydzieści
this,to
this,to
this,to
thorough,dokładny
thoroughly,dokładnie
though,choć
though,choć
thought,myśl
thought-provoking,prowokujący do myślenia
thoughtful,przemyślany
thousand,tysiąc
thread,wątek
threat,zagrożenie
threaten,grozić
three,trzy
threshold,próg
thrilled,zachwycony
thrive,rozwijać się
throat,gardło
through,poprzez
through,poprzez
throughout,przez cały czas
throughout,przez cały czas
throw,rzut
thumb,kciuk
Thursday,Czwartek
thus,w ten sposób
ticket,bilet
tide,przypływ
tidy,schludny
tidy,schludny
tie,remis
tie,remis
tight,napięty
tighten,dokręcić
till,do
till,do
timber,drewno
time,czas
time,czas
timely,na czas
timing,czas
tin,cyna
tiny,malutki
tip,wskazówka
tip,wskazówka
tired,zmęczony
tissue,tkanka
title,tytuł
title,tytuł
to,do
to,do
tobacco,tytoń
today,dzisiaj
today,dzisiaj
toe,palec
together,razem
toilet,toaleta
tolerance,tolerancja
tolerate,tolerować
toll,opłata
tomato,pomidor
tomorrow,jutro
tomorrow,jutro
ton,tona
tone,ton
tongue,język
tonight,dziś wieczorem
tonight,dziś wieczorem
tonne,tona
too,też
tool,narzędzie
tooth,ząb
top,top
top,top
top,top
topic,temat
torture,tortury
torture,tortury
toss,rzut
total,całkowity
total,całkowity
total,całkowity
totally,całkowicie
touch,dotyk
touch,dotyk
tough,twardy
tour,trasa
tour,trasa
tourism,turystyka
tourist,turysta
tournament,turniej
towards,w kierunku
towel,ręcznik
tower,wieża
town,miasto
toxic,toksyczny
toy,zabawka
toy,zabawka
trace,ślad
trace,ślad
track,ścieżka
track,ścieżka
trade,handel
trade,handel
trademark,znak towarowy
trading,handel
tradition,tradycja
traditional,tradycyjny
traffic,ruch
tragedy,tragedia
tragic,tragiczny
trail,szlak
trail,szlak
trailer,przyczepa
train,pociąg
train,pociąg
trainer,trener
training,szkolenie
trait,cecha
transaction,transakcja
transcript,transkrypcja
transfer,transfer
transfer,transfer
transform,przekształcenie
transformation,transformacja
transit,tranzyt
transition,przejście
translate,tłumaczyć
translation,tłumaczenie
transmission,transmisja
transmit,transmisja
transparency,przejrzystość
transparent,przejrzysty
transport,transport
transport,transport
transportation,transport
trap,pułapka
trap,pułapka
trauma,uraz
travel,podróż
travel,podróż
traveller,podróżnik
treasure,skarb
treat,traktować
treatment,leczenie
treaty,traktat
tree,drzewo
tremendous,ogromny
trend,trend
trial,próba
tribal,plemienny
tribe,plemię
tribunal,trybunał
tribute,hołd
trick,sztuczka
trick,sztuczka
trigger,spust
trigger,spust
trillion,bilion
trio,trio
trip,podróż
trip,podróż
triumph,triumf
troop,oddział
trophy,trofeum
tropical,tropikalny
trouble,kłopoty
trouble,kłopoty
troubled,niespokojny
trousers,spodnie
truck,ciężarówka
true,prawda
truly,naprawdę
trust,zaufanie
trust,zaufanie
trustee,powiernik
truth,prawda
try,próba
try,próba
tsunami,tsunami
tube,tuba
Tuesday,Wtorek
tuition,czesne
tune,melodia
tunnel,tunel
turn,obrót
turn,obrót
turnout,frekwencja
turnover,obrót
TV,TV
twelve,dwanaście
twenty,dwadzieścia
twice,dwa razy
twin,bliźniak
twin,bliźniak
twist,skręt
twist,skręt
two,dwa
type,typ
type,typ
typical,typowy
typically,zazwyczaj
tyre,opona
ugly,brzydki
ultimate,ostateczny
ultimately,ostatecznie
umbrella,parasol
unable,niezdolny
unacceptable,niedopuszczalne
uncertainty,niepewność
uncle,wujek
uncomfortable,niewygodny
unconscious,nieprzytomny
under,pod
under,pod
undergo,przechodzić
undergraduate,licencjat
underground,podziemny
underground,podziemny
underlying,bazowy
undermine,podważać
understand,rozumieć
understanding,zrozumienie
undertake,podejmować
underwear,bielizna
undoubtedly,niewątpliwie
unemployed,bezrobotny
unemployment,bezrobocie
unexpected,nieoczekiwany
unfair,nieuczciwy
unfold,rozwijać się
unfortunate,niefortunny
unfortunately,niestety
unhappy,nieszczęśliwy
uniform,mundur
unify,ujednolicenie
union,związek
unique,wyjątkowy
unit,jednostka
unite,zjednoczenie
united,zjednoczony
unity,jedność
universal,uniwersalny
universe,wszechświat
university,uniwersytet
unknown,nieznany
unless,chyba że
unlike,w przeciwieństwie do
unlikely,mało prawdopodobne
unnecessary,niepotrzebny
unpleasant,nieprzyjemny
unprecedented,bezprecedensowy
until,do
until,do
unusual,niezwykły
unveil,odsłonić
up,w górę
up,w górę
upcoming,nadchodzący
update,aktualizacja
update,aktualizacja
upgrade,aktualizacja
upgrade,aktualizacja
uphold,podtrzymanie
upon,na
upper,górny
upset,zdenerwowany
upset,zdenerwowany
upstairs,na górze
upstairs,na górze
upwards,w górę
urban,miejski
urge,pęd
urgent,pilny
us,my
usage,użycie
use,użycie
use,użycie
used,używany
used to,używany do
useful,użyteczny
useless,bezużyteczny
user,użytkownik
usual,zwykły
usually,zazwyczaj
utility,użyteczność
utilize,wykorzystywać
utterly,całkowicie
vacation,wakacje
vacuum,próżnia
vague,niejasny
valid,ważny
validity,ważność
valley,dolina
valuable,wartościowy
value,wartość
value,wartość
van,van
vanish,zniknąć
variable,zmienny
variable,zmienny
variation,wariacja
varied,zróżnicowany
variety,różnorodność
various,różne
vary,różnić się
vast,rozległy
vegetable,warzywo
vehicle,pojazd
vein,żyła
venture,przedsięwzięcie
venture,przedsięwzięcie
venue,miejsce
verbal,słowny
verdict,werdykt
verify,weryfikacja
verse,werset
version,wersja
versus,kontra
vertical,pionowy
very,bardzo
very,bardzo
vessel,statek
veteran,weteran
via,za pośrednictwem
viable,opłacalny
vibrant,żywy
vice,imadło
vicious,złośliwy
victim,ofiara
victory,zwycięstwo
video,wideo
view,widok
view,widok
viewer,przeglądarka
viewpoint,punkt widzenia
village,wieś
villager,wieśniak
violate,naruszać
violation,naruszenie
violence,przemoc
violent,gwałtowny
virtual,wirtualny
virtue,cnota
virus,wirus
visa,wiza
visible,widoczny
vision,wizja
visit,wizyta
visit,wizyta
visitor,gość
visual,wizualny
vital,istotny
vitamin,witamina
vocal,wokal
voice,głos
volume,objętość
voluntary,dobrowolny
volunteer,wolontariusz
volunteer,wolontariusz
vote,głosowanie
vote,głosowanie
voting,głosowanie
vow,ślub
vulnerability,podatność
vulnerable,wrażliwy
wage,wynagrodzenie
wait,czekać
wait,czekać
waiter,kelner
wake,przebudzenie
walk,spacer
walk,spacer
wall,ściana
wander,wędrówka
want,chcieć
war,wojna
ward,oddział
warehouse,magazyn
warfare,działania wojenne
warm,ciepły
warm,ciepły
warming,ocieplenie
warn,ostrzeżenie
warning,ostrzeżenie
warrant,nakaz
warrant,nakaz
warrior,wojownik
wash,pranie
wash,pranie
washing,mycie
waste,odpady
waste,odpady
waste,odpady
watch,zegarek
watch,zegarek
water,woda
water,woda
wave,fala
wave,fala
way,sposób
way,sposób
we,my
weak,słaby
weaken,osłabienie
weakness,słabość
wealth,bogactwo
wealthy,bogaty
weapon,broń
wear,zużycie
weather,pogoda
weave,splot
web,sieć
website,strona internetowa
wedding,ślub
Wednesday,Środa
weed,chwast
week,tydzień
weekend,weekend
weekly,tygodnik
weigh,waga
weight,waga
weird,dziwny
welcome,powitanie
welcome,powitanie
welcome,powitanie
welcome,powitanie
welfare,dobrobyt
well,dobrze
well,dobrze
well,dobrze
well,dobrze
well-being,dobre samopoczucie
west,zachód
west,zachód
west,zachód
western,zachodni
wet,mokry
what,co
what,co
whatever,cokolwiek
whatever,cokolwiek
whatever,cokolwiek
whatsoever,cokolwiek
wheat,pszenica
wheel,koło
when,kiedy
when,kiedy
when,kiedy
whenever,kiedykolwiek
where,gdzie
where,gdzie
whereas,"mając na uwadze, że"
whereby,przy czym
wherever,gdziekolwiek
whether,czy
which,który
which,który
while,podczas gdy
while,podczas gdy
whilst,podczas gdy
whip,bat
whisper,szept
whisper,szept
white,biały
white,biały
who,kto
whoever,ktokolwiek
whole,całość
whole,całość
wholly,całkowicie
whom,który
whose,którego
whose,którego
why,dlaczego
wide,szeroki
widely,szeroko
widen,poszerzać się
widespread,rozpowszechniony
widow,wdowa
width,szerokość
wife,żona
wild,dziki
wildlife,dzika przyroda
will,będzie
will,będzie
willing,chętny
willingness,chęć
win,zwycięstwo
win,zwycięstwo
wind,wiatr
wind,wiatr
window,okno
wine,wino
wing,skrzydło
winner,zwycięzca
winter,zima
wipe,chusteczka
wire,przewód
wisdom,mądrość
wise,mądry
wish,życzenie
wish,życzenie
wit,dowcip
with,z
withdraw,wycofanie
withdrawal,wycofanie
within,w ramach
without,bez
witness,świadek
witness,świadek
woman,kobieta
wonder,cud
wonder,cud
wonderful,wspaniały
wood,drewno
wooden,drewniany
wool,wełna
word,słowo
work,praca
work,praca
worker,pracownik
workforce,siła robocza
working,praca
workout,trening
workplace,miejsce pracy
workshop,warsztat
world,świat
worldwide,na całym świecie
worldwide,na całym świecie
worm,robak
worried,zmartwiony
worry,zmartwienie
worry,zmartwienie
worse,gorszy
worse,gorszy
worse,gorszy
worship,kult
worship,kult
worst,najgorszy
worst,najgorszy
worst,najgorszy
worth,wartość
worth,wartość
worthwhile,opłacalny
worthy,godny
would,byłby
wound,rana
wound,rana
wow,wow
wrap,owijka
wrist,nadgarstek
write,pisać
writer,pisarz
writing,pisanie
written,napisany
wrong,niewłaściwy
wrong,niewłaściwy
wrong,niewłaściwy
yard,podwórko
yeah,tak
year,rok
yell,krzyk
yellow,żółty
yellow,żółty
yes,tak
yesterday,wczoraj
yesterday,wczoraj
yet,jeszcze
yet,jeszcze
yield,wydajność
yield,wydajność
you,ty
young,młody
young,młody
youngster,młodzik
your,twój
yours,twój
yourself,sam
youth,młodzież
zero,zero
zone,strefa
conversely,odwrotnie
mediation,mediacja
cherry,wiśniowy
testword,słowo testowe
